year,month,day,RMM1,RMM2,phase,amplitude
1974,12,15,-0.39370000,0.35828501,8,0.53232503
1974,12,16,-0.57059002,0.59700698,7,0.82582700
1974,12,17,-0.48232999,0.69856101,7,0.84890199
1974,12,18,-0.36357000,0.71566701,7,0.80272198
1974,12,19,-0.50213999,0.67306399,7,0.83973598
1974,12,20,-0.94752997,0.73516202,8,1.1992800
1974,12,21,-1.2667900,0.49437299,8,1.3598400
1974,12,22,-1.4928600,0.41040900,8,1.5482500
1974,12,23,-1.4189500,-0.18106000,1,1.4304500
1974,12,24,-1.4376301,-0.36104000,1,1.4822700
1974,12,25,-1.3505800,-0.54887998,1,1.4578600
1974,12,26,-1.0854100,-0.86048001,1,1.3851200
1974,12,27,-0.72742999,-1.0168999,2,1.2502900
1974,12,28,-0.49579999,-0.72926003,2,0.88183898
1974,12,29,-0.26330999,-0.53425997,2,0.59562302
1974,12,30,7.71431997E-02,-0.71886998,3,0.72300100
1974,12,31,0.18778899,-1.0711401,3,1.0874799
1975,1,1,0.34993300,-1.0221699,3,1.0804100
1975,1,2,0.40193501,-1.2184200,3,1.2830100
1975,1,3,0.54532498,-1.0697000,3,1.2006800
1975,1,4,0.24011400,-1.0589401,3,1.0858300
1975,1,5,0.21039900,-1.0137800,3,1.0353800
1975,1,6,0.42651001,-1.1321400,3,1.2098200
1975,1,7,0.86389297,-1.1186700,3,1.4134099
1975,1,8,1.0981600,-0.67984998,4,1.2915699
1975,1,9,1.3996500,-0.18226001,4,1.4114701
1975,1,10,1.3812900,5.67975007E-02,5,1.3824500
1975,1,11,1.4284600,0.18201800,5,1.4400100
1975,1,12,1.1923400,0.47753599,5,1.2844100
1975,1,13,0.70404500,0.70962799,6,0.99962503
1975,1,14,0.49998000,1.2017900,6,1.3016500
1975,1,15,0.24922401,1.4122100,6,1.4340301
1975,1,16,-0.21245000,1.7004600,7,1.7136800
1975,1,17,-0.65570003,1.7255100,7,1.8458900
1975,1,18,-1.0711000,1.5357300,7,1.8723600
1975,1,19,-1.5177799,1.1796900,8,1.9223300
1975,1,20,-1.9785900,1.2303200,8,2.3299201
1975,1,21,-2.0882001,0.85870099,8,2.2578700
1975,1,22,-1.9653701,0.66494399,8,2.0748100
1975,1,23,-1.9603000,0.47571099,8,2.0172000
1975,1,24,-1.8009599,0.42873499,8,1.8512900
1975,1,25,-2.0430901,0.43445101,8,2.0887699
1975,1,26,-1.9261400,0.61519700,8,2.0220001
1975,1,27,-1.7760000,0.86228597,8,1.9742600
1975,1,28,-1.8505501,1.1794900,8,2.1944799
1975,1,29,-2.0741899,0.75050199,8,2.2057900
1975,1,30,-2.3092201,0.61277997,8,2.3891399
1975,1,31,-2.1550000,0.24450999,8,2.1688299
1975,2,1,-2.0206599,-0.15080000,1,2.0262799
1975,2,2,-1.7847800,-0.53523999,1,1.8633100
1975,2,3,-1.6786100,-1.0460100,1,1.9778399
1975,2,4,-1.4591700,-1.4988199,2,2.0918100
1975,2,5,-1.2500000,-1.5873400,2,2.0204301
1975,2,6,-1.1558000,-1.7317600,2,2.0820301
1975,2,7,-0.92308998,-2.1097701,2,2.3028800
1975,2,8,-0.30785999,-2.0352600,2,2.0584099
1975,2,9,0.31740400,-1.6563100,3,1.6864400
1975,2,10,0.79782802,-1.3978200,3,1.6094800
1975,2,11,1.0618600,-0.90051001,4,1.3922900
1975,2,12,1.3392000,-0.51899999,4,1.4362500
1975,2,13,1.3016200,-1.31091997E-02,4,1.3016800
1975,2,14,1.2827700,0.32936600,5,1.3243800
1975,2,15,1.0816500,0.86664200,5,1.3860101
1975,2,16,0.75317901,1.0210400,6,1.2687800
1975,2,17,0.20764901,0.94213402,6,0.96474600
1975,2,18,-0.44931000,1.0300200,7,1.1237500
1975,2,19,-0.82283002,0.90602100,7,1.2239000
1975,2,20,-1.0295100,0.52389401,8,1.1551400
1975,2,21,-1.1653100,0.38895699,8,1.2285100
1975,2,22,-1.1001000,-0.12433000,1,1.1071000
1975,2,23,-1.3848100,-4.17277999E-02,1,1.3854400
1975,2,24,-1.5131700,-6.65443018E-02,1,1.5146300
1975,2,25,-1.3569100,-0.28832999,1,1.3872100
1975,2,26,-0.87691998,-0.59785002,1,1.0613300
1975,2,27,-0.70519000,-0.99058002,2,1.2159500
1975,2,28,-0.54053998,-1.1344301,2,1.2566299
1975,3,1,-0.35677001,-1.2005399,2,1.2524300
1975,3,2,-7.55003989E-02,-1.1990000,2,1.2013700
1975,3,3,-6.70491979E-02,-1.2904600,2,1.2922000
1975,3,4,-0.43504000,-1.4250000,2,1.4899300
1975,3,5,-0.44707000,-1.3705900,2,1.4416600
1975,3,6,-5.63741997E-02,-1.4934100,2,1.4944700
1975,3,7,0.34938201,-1.5754300,3,1.6137100
1975,3,8,0.22672901,-1.6054500,3,1.6213800
1975,3,9,0.28754100,-1.3467200,3,1.3770800
1975,3,10,0.42356899,-1.1422000,3,1.2182100
1975,3,11,0.41606101,-1.3312100,3,1.3947200
1975,3,12,0.45040801,-1.4968500,3,1.5631400
1975,3,13,0.42613500,-1.5656600,3,1.6226200
1975,3,14,0.61128998,-1.6868200,3,1.7941700
1975,3,15,0.96258801,-1.9325200,3,2.1589799
1975,3,16,1.0669301,-2.0875700,3,2.3444200
1975,3,17,1.2853400,-1.7471900,3,2.1690500
1975,3,18,1.1344301,-1.2902300,3,1.7180300
1975,3,19,1.0723500,-0.95157999,4,1.4336801
1975,3,20,1.4071000,-0.68189001,4,1.5636200
1975,3,21,1.5728101,-0.71108001,4,1.7260799
1975,3,22,1.5787899,-0.33386001,4,1.6137000
1975,3,23,1.4985200,0.31308901,5,1.5308800
1975,3,24,1.4214600,0.66209900,5,1.5680900
1975,3,25,1.3277200,0.93325299,5,1.6229000
1975,3,26,0.91228598,0.95528197,6,1.3209200
1975,3,27,0.19299001,0.73846900,6,0.76327097
1975,3,28,-0.25271001,0.77641100,7,0.81650299
1975,3,29,-0.33397999,1.0291800,7,1.0820100
1975,3,30,-0.46474999,1.2575800,7,1.3407100
1975,3,31,-0.70596999,1.5289700,7,1.6840900
1975,4,1,-0.81059003,1.5536799,7,1.7524199
1975,4,2,-0.85487998,1.1937701,7,1.4683000
1975,4,3,-1.0080301,0.85826802,8,1.3239200
1975,4,4,-1.3623900,0.85376298,8,1.6078000
1975,4,5,-1.3323801,0.67815500,8,1.4950401
1975,4,6,-1.2134100,0.36733899,8,1.2677900
1975,4,7,-1.2643501,-6.71676993E-02,1,1.2661300
1975,4,8,-1.0981500,-0.48627001,1,1.2009900
1975,4,9,-0.84250998,-1.1836600,2,1.4528900
1975,4,10,-0.66240001,-1.4598401,2,1.6030900
1975,4,11,-0.65794998,-1.5472701,2,1.6813500
1975,4,12,-0.58406001,-2.0250399,2,2.1075799
1975,4,13,-0.31641001,-2.3662701,2,2.3873301
1975,4,14,-3.39241996E-02,-2.6917200,2,2.6919301
1975,4,15,0.27016899,-2.8252299,3,2.8381100
1975,4,16,0.67006302,-2.4731200,3,2.5622900
1975,4,17,1.3331100,-2.1544099,3,2.5335100
1975,4,18,1.8819200,-1.6579400,4,2.5080700
1975,4,19,2.0578001,-1.1721801,4,2.3682401
1975,4,20,2.1790800,-0.73154998,4,2.2986000
1975,4,21,2.2236600,-0.20938000,4,2.2335000
1975,4,22,2.2440300,0.30976799,5,2.2653100
1975,4,23,1.8820500,0.88283801,5,2.0788300
1975,4,24,1.5431100,1.0467200,5,1.8646200
1975,4,25,1.1007700,0.83877403,5,1.3839200
1975,4,26,0.46127799,0.86127400,6,0.97702098
1975,4,27,-5.06617017E-02,0.92472798,7,0.92611498
1975,4,28,-0.31604999,0.83846200,7,0.89604902
1975,4,29,-0.49182999,0.50384200,7,0.70409697
1975,4,30,-0.44264001,0.17741700,8,0.47687301
1975,5,1,-0.51411003,-9.14644003E-02,1,0.52218503
1975,5,2,-0.44068000,-0.42980000,1,0.61557102
1975,5,3,-0.50384003,-0.63936001,2,0.81402397
1975,5,4,-0.27851000,-0.85404998,2,0.89831799
1975,5,5,-0.34733000,-0.96214002,2,1.0229100
1975,5,6,-0.38306999,-1.1084000,2,1.1727300
1975,5,7,-0.14167000,-1.0682200,2,1.0775700
1975,5,8,-6.28070980E-02,-0.58036000,2,0.58375001
1975,5,9,-0.19451000,-0.48482001,2,0.52238601
1975,5,10,-2.20235009E-02,-0.36340001,2,0.36407000
1975,5,11,-8.19438994E-02,-0.38753000,2,0.39610100
1975,5,12,-0.14179000,-0.50716001,2,0.52660602
1975,5,13,-3.00370995E-02,-0.42515999,2,0.42621601
1975,5,14,8.25615004E-02,-0.14576000,3,0.16751499
1975,5,15,0.24927001,-0.27460000,3,0.37086701
1975,5,16,0.29898801,-0.30814999,3,0.42936301
1975,5,17,2.55210008E-02,-0.12373000,3,0.12633701
1975,5,18,-7.88851976E-02,-7.64074996E-02,1,0.10982300
1975,5,19,-0.22872999,-0.10125000,1,0.25013900
1975,5,20,-0.54890001,-0.37039000,1,0.66217798
1975,5,21,-0.79933000,-0.37832001,1,0.88433200
1975,5,22,-0.74673003,-0.48262000,1,0.88911802
1975,5,23,-0.60698998,-0.69967002,2,0.92626798
1975,5,24,-0.55742002,-1.0550801,2,1.1932800
1975,5,25,-0.66338003,-1.1690201,2,1.3441300
1975,5,26,-0.52266997,-1.0032700,2,1.1312500
1975,5,27,-0.33289000,-0.51683003,2,0.61475903
1975,5,28,-0.41749999,-0.41312999,1,0.58735400
1975,5,29,-0.52021998,-0.20582999,1,0.55945700
1975,5,30,-0.51056999,7.40977004E-02,8,0.51591998
1975,5,31,-0.67028999,0.10002400,8,0.67770702
1975,6,1,-0.80637997,8.93750042E-03,8,0.80642998
1975,6,2,-1.1901300,-0.29730999,1,1.2266999
1975,6,3,-1.1165200,-0.79881001,1,1.3728499
1975,6,4,-0.73707998,-1.1811399,2,1.3922600
1975,6,5,-0.18460999,-1.2343600,2,1.2480900
1975,6,6,5.29439002E-02,-1.0059100,3,1.0073000
1975,6,7,0.26115400,-0.88129997,3,0.91917503
1975,6,8,0.30747700,-0.60602999,3,0.67956603
1975,6,9,0.56679201,-0.67490000,3,0.88132697
1975,6,10,0.69480902,-0.42120001,4,0.81251001
1975,6,11,0.68821299,-0.19068000,4,0.71414101
1975,6,12,0.48801801,-3.18777002E-02,4,0.48905799
1975,6,13,0.42914101,-7.46517032E-02,4,0.43558601
1975,6,14,0.61851501,-1.33726001E-02,4,0.61865902
1975,6,15,0.79873300,-7.93293025E-03,4,0.79877198
1975,6,16,1.0065800,-0.14038000,4,1.0163300
1975,6,17,1.2826900,-9.36779007E-02,4,1.2861100
1975,6,18,1.7459900,-7.33306035E-02,4,1.7475200
1975,6,19,2.1299200,0.28983599,5,2.1495500
1975,6,20,2.0276899,0.68429101,5,2.1400399
1975,6,21,1.8516700,0.82911599,5,2.0288200
1975,6,22,1.4011600,1.2437600,5,1.8735501
1975,6,23,1.4060301,1.5715400,6,2.1087101
1975,6,24,1.7561100,1.8392100,6,2.5429499
1975,6,25,1.5475700,1.4671800,5,2.1325099
1975,6,26,0.93504900,1.3614399,6,1.6516200
1975,6,27,9.25074965E-02,1.4797200,6,1.4826100
1975,6,28,-0.63529003,1.6877199,7,1.8033299
1975,6,29,-1.0927200,1.7400200,7,2.0546801
1975,6,30,-1.5203201,1.5635999,7,2.1808801
1975,7,1,-2.0174501,1.3320301,8,2.4175301
1975,7,2,-2.1535499,1.2266600,8,2.4784000
1975,7,3,-1.9985900,1.0425500,8,2.2541699
1975,7,4,-1.8479100,0.87839299,8,2.0460601
1975,7,5,-1.9538900,0.64720500,8,2.0582900
1975,7,6,-2.0828300,0.33127001,8,2.1090100
1975,7,7,-2.0064600,0.10202900,8,2.0090499
1975,7,8,-1.7343200,-0.35984999,1,1.7712600
1975,7,9,-1.5316600,-0.67561001,1,1.6740500
1975,7,10,-1.3856300,-0.78382999,1,1.5919700
1975,7,11,-1.2506500,-0.77647001,1,1.4720800
1975,7,12,-0.78517997,-1.0260100,2,1.2919800
1975,7,13,-0.65886998,-0.99229997,2,1.1911300
1975,7,14,-0.62594002,-1.1309800,2,1.2926300
1975,7,15,-0.43362999,-1.0009600,2,1.0908500
1975,7,16,-0.37011001,-1.0563800,2,1.1193399
1975,7,17,-0.39247999,-1.2208200,2,1.2823600
1975,7,18,-0.41145000,-1.1644599,2,1.2350200
1975,7,19,-0.69316000,-1.3063999,2,1.4789000
1975,7,20,-0.76493001,-1.4573300,2,1.6458800
1975,7,21,-0.92690003,-1.6198000,2,1.8662500
1975,7,22,-1.1331100,-1.8364500,2,2.1578901
1975,7,23,-0.78798997,-1.9253200,2,2.0803299
1975,7,24,-0.48097000,-2.0299699,2,2.0861700
1975,7,25,-0.29714999,-1.9534900,2,1.9759600
1975,7,26,0.23827100,-1.5999399,3,1.6175801
1975,7,27,0.76883799,-1.0477800,3,1.2995900
1975,7,28,1.3414100,-0.60810000,4,1.4728100
1975,7,29,1.4621000,7.49323983E-03,5,1.4621201
1975,7,30,1.2004000,0.61517000,5,1.3488500
1975,7,31,1.2814600,0.84662902,5,1.5358800
1975,8,1,1.1878600,0.85501301,5,1.4635800
1975,8,2,1.2016100,0.95252699,5,1.5333600
1975,8,3,1.3128700,1.0688400,5,1.6929500
1975,8,4,1.3219700,0.88358200,5,1.5900700
1975,8,5,1.1147200,0.57337201,5,1.2535400
1975,8,6,0.94682002,0.59270698,5,1.1170400
1975,8,7,1.0578901,0.60365200,5,1.2180001
1975,8,8,1.1858200,0.46408001,5,1.2733999
1975,8,9,1.2830200,0.16100501,5,1.2930900
1975,8,10,1.1214401,0.24779999,5,1.1484900
1975,8,11,1.1911900,0.21895300,5,1.2111400
1975,8,12,1.2165700,0.20913500,5,1.2344100
1975,8,13,1.1927000,7.53062963E-02,5,1.1950700
1975,8,14,1.1644200,-4.39748988E-02,4,1.1652499
1975,8,15,1.0658100,-5.17031997E-02,4,1.0670600
1975,8,16,1.0468500,-0.11103000,4,1.0527200
1975,8,17,0.98735303,-0.18522000,4,1.0045800
1975,8,18,0.70672101,-7.25553036E-02,4,0.71043599
1975,8,19,0.47037899,-8.84990022E-02,4,0.47863200
1975,8,20,0.42615101,8.04520994E-02,5,0.43367901
1975,8,21,0.29379100,0.33597600,6,0.44631001
1975,8,22,0.13897701,0.21947999,6,0.25978100
1975,8,23,-0.24641000,3.98255996E-02,8,0.24960500
1975,8,24,-0.54826999,-0.15681000,1,0.57025301
1975,8,25,-0.68570000,-0.60284001,1,0.91301799
1975,8,26,-0.78421998,-0.80154997,2,1.1213800
1975,8,27,-0.82040000,-1.0654100,2,1.3446800
1975,8,28,-0.69913000,-1.3303200,2,1.5028501
1975,8,29,-0.44659999,-1.4794199,2,1.5453600
1975,8,30,-0.11191000,-1.4290600,2,1.4334400
1975,8,31,-3.82653996E-02,-1.3076299,2,1.3081900
1975,9,1,0.15729401,-1.1475199,3,1.1582500
1975,9,2,0.31295201,-1.0338399,3,1.0801700
1975,9,3,0.39542401,-0.87352997,3,0.95886397
1975,9,4,0.53515702,-0.66074002,3,0.85027802
1975,9,5,0.41101101,-0.67483997,3,0.79015303
1975,9,6,0.24904700,-0.53849000,3,0.59328997
1975,9,7,6.48379028E-02,-0.42954999,3,0.43441501
1975,9,8,-0.11910000,-0.35363999,2,0.37315401
1975,9,9,-0.22301000,-0.31935999,2,0.38951999
1975,9,10,-0.24255000,-0.27217999,2,0.36457399
1975,9,11,-0.18986000,-0.17094000,1,0.25547701
1975,9,12,-0.25933999,-0.22901000,1,0.34598199
1975,9,13,-0.45098001,-0.15015000,1,0.47532099
1975,9,14,-0.40375999,-5.54524995E-02,1,0.40755299
1975,9,15,-0.73727000,-2.39573997E-02,1,0.73765498
1975,9,16,-0.93804002,-0.14386000,1,0.94900298
1975,9,17,-0.92918998,-0.11848000,1,0.93671501
1975,9,18,-0.64793998,7.89503008E-02,8,0.65272701
1975,9,19,-0.72182000,9.53698978E-02,8,0.72809100
1975,9,20,-0.45488000,-8.30217972E-02,1,0.46239501
1975,9,21,-0.67761999,-0.21152000,1,0.70986301
1975,9,22,-0.59302002,-0.43443999,1,0.73512900
1975,9,23,-0.42561001,-0.72000998,2,0.83639699
1975,9,24,-0.26789001,-1.1124700,2,1.1442699
1975,9,25,-0.25953001,-1.1862600,2,1.2143199
1975,9,26,5.85905984E-02,-1.1316000,3,1.1331199
1975,9,27,0.51949698,-1.0152900,3,1.1404800
1975,9,28,1.0001600,-0.69191998,4,1.2161700
1975,9,29,1.1721600,-0.27735999,4,1.2045300
1975,9,30,1.4599200,8.69399011E-02,5,1.4625100
